108,"The show Survivor had the original premise of putting people on an island with Chuck Norris. There were no survivors, and nobody is brave enough to go to the island to retrieve the footage."
109,It takes Chuck Norris 20 minutes to watch 60 Minutes.
110,"You know how they say if you die in your dream then you will die in real life? In actuality, if you dream of death then Chuck Norris will find you and kill you."
111,Chuck Norris has a deep and abiding respect for human life... unless it gets in his way.
112,"The Bermuda Triangle used to be the Bermuda Square, until Chuck Norris Roundhouse kicked one of the corners off."
114,Chuck Norris doesn't believe in Germany.
115,"When Chuck Norris is in a crowded area, he doesn't walk around people. He walks through them."
116,Chuck Norris once ate an entire bottle of sleeping pills. They made him blink.
117,"James Cameron wanted Chuck Norris to play the Terminator. However, upon reflection, he realized that would have turned his movie into a documentary, so he went with Arnold Schwarzenegger."
118,Chuck Norris can touch MC Hammer.
119,Thousands of years ago Chuck Norris came across a bear. It was so terrified that it fled north into the arctic. It was also so terrified that all of its decendents now have white hair.
120,Chuck Norris played Russian Roulette with a fully loaded gun and won.
121,"It takes 14 puppeteers to make Chuck Norris smile, but only 2 to make him destroy an orphanage."
122,"Chuck Norris is responsible for China's over-population. He hosted a Karate tournament in Beijing and all women within 1,000 miles became pregnant instantly."
123,Some people wear Superman pajamas. Superman wears Chuck Norris pajamas.
124,Chuck Norris once worked as a weatherman for the San Diego evening news. Every night he would make the same forecast: Partly cloudy with a 75% chance of Pain.
125,"Simply by pulling on both ends, Chuck Norris can stretch diamonds back into coal."
126,"When Chuck Norris does a pushup, he isn't lifting himself up, he's pushing the Earth down."
127,"Chuck Norris invented the bolt-action rifle, liquor, sexual intercourse, and football-- in that order."
128,A high tide means Chuck Norris is flying over your coast. The tide is caused by God pissing his pants.
129,Chuck Norris keeps his friends close and his enemies closer. Close enough to drop them with one round house kick to the face.
130,"There is in fact an 'I' in Norris, but there is no 'team'. Not even close."
131,"Scotty in Star Trek often says ""Ye cannae change the laws of physics."" This is untrue. Chuck Norris can change the laws of physics. With his fists."
132,"An anagram for Walker Texas Ranger is KARATE WRANGLER SEX. I don't know what that is, but it sounds AWESOME."
133,"Chuck Norris doesn't stub his toes. He accidentally destroys chairs, bedframes, and sidewalks."
134,"Using his trademark roundhouse kick, Chuck Norris once made a fieldgoal in RJ Stadium in Tampa Bay from the 50 yard line of Qualcomm stadium in San Diego."
135,Chuck Norris roundhouse kicks don't really kill people. They wipe out their entire existence from the space-time continuum.
136,"Chuck Norris does not own a stove, oven, or microwave , because revenge is a dish best served cold."
137,"Tom Clancy has to pay royalties to Chuck Norris because ""The Sum of All Fears"" is the name of Chuck Norris' autobiography."
138,Chuck Norris can slam a revolving door.
140,"Chuck Norris built a better mousetrap, but the world was too frightened to beat a path to his door."
141,"The original draft of The Lord of the Rings featured Chuck Norris instead of Frodo Baggins. It was only 5 pages long, as Chuck roundhouse-kicked Sauron's ass halfway through the first chapter."
142,Hellen Keller's favorite color is Chuck Norris.
143,"Chuck Norris eats beef jerky and craps gunpowder. Then, he uses that gunpowder to make a bullet, which he uses to kill a cow and make more beef jerky. Some people refer to this as the ""Circle of Life."""
144,"If, by some incredible space-time paradox, Chuck Norris would ever fight himself, he'd win. Period."
145,Chuck Norris is currently suing myspace for taking the name of what he calls everything around you.
146,"The crossing lights in Chuck Norris's home town say ""Die slowly"" and ""die quickly"". They each have a picture of Chuck Norris punching or kicking a pedestrian."
147,Science Fact: Roundhouse kicks are comprised primarily of an element called Chucktanium.
149,Chuck Norris proved that we are alone in the universe. We weren't before his first space expedition.
150,"Superman once watched an episode of Walker, Texas Ranger. He then cried himself to sleep."
151,Chuck Norris doesn't step on toes. Chuck Norris steps on necks.
152,Chuck Norris doesn't step on toes. Chuck Norris steps on necks.
153,"The movie ""Delta Force"" was extremely hard to make because Chuck had to downplay his abilities. The first few cuts were completely unbelievable."
154,"Movie trivia: The movie ""Invasion U.S.A."" is, in fact, a documentary."
155,"Chuck Norris does not ""style"" his hair. It lays perfectly in place out of sheer terror."
156,"There is no such thing as global warming. Chuck Norris was cold, so he turned the sun up."
157,"A study showed the leading causes of death in the United States are: 1. Heart disease, 2. Chuck Norris, 3. Cancer"
158,It's widely believed that Jesus was Chuck Norris' stunt double for crucifixion due to the fact that it is impossible for nails to pierce Chuck Norris' skin.
159,"Chuck Norris did in fact, build Rome in a day."
160,"Along with his black belt, Chuck Norris often chooses to wear brown shoes. No one has DARED call him on it. Ever."
162,"Once you go Norris, you are physically unable to go back."
163,Ninjas want to grow up to be just like Chuck Norris. But usually they grow up just to be killed by Chuck Norris.
164,"Chuck Norris once sued Burger King after they refused to put razor wire in his Whopper Jr, insisting that that actually is ""his"" way."
165,The last thing you hear before Chuck Norris gives you a roundhouse kick? No one knows because dead men tell no tales.
166,Chuck Norris doesn't play god. Playing is for children.
167,"As a teen, Chuck Norris had sex with every nun in a convent tucked away in the hills of Tuscany. Nine months later the nuns gave birth to the 1972 Miami Dolphins, the only undefeated and untied team in professional football history."
168,Chuck Norris is the only person in the world that can actually email a roundhouse kick.
169,Chuck Norris won super bowls VII and VIII singlehandedly before unexpectedly retiring to pursue a career in ass-kicking.
170,"Wo hu cang long. The translation from Mandarin Chinese reads: ""Crouching Chuck, Hidden Norris"""
171,Chuck Norris can set ants on fire with a magnifying glass. At night.
172,Some kids play Kick the can. Chuck Norris played Kick the keg.
173,"'Icy-Hot' is too weak for Chuck Norris. After a workout, Chuck Norris rubs his muscles down with liquid-hot MAGMA."
174,"Chuck Norris cannot love, he can only not kill."
175,"When Chuck Norris was a baby, he didn't suck his mother's breast. His mother served him whiskey, straight out of the bottle."
176,"According to Einstein's theory of relativity, Chuck Norris can actually roundhouse kick you yesterday."
177,Chuck Norris once pulled out a single hair from his beard and skewered three men through the heart with it.
178,"In an act of great philanthropy, Chuck made a generous donation to the American Cancer Society. He donated 6,000 dead bodies for scientific research."
179,Chuck Norris? favourite cut of meat is the roundhouse.
180,"When J. Robert Oppenheimer said ""I am become death, the destroyer Of worlds"", He was not referring to the atomic bomb. He was referring to the Chuck Norris halloween costume he was wearing."
181,Chuck Norris recently had the idea to sell his urine as a canned beverage. We know this beverage as Red Bull.
182,In a recent survey it was discovered the 94% of American women lost their virginity to Chuck Norris. The other 6% were incredibly fat or ugly.
183,"Chuck Norris invented a language that incorporates karate and roundhouse kicks. So next time Chuck Norris is kicking your ass, don?t be offended or hurt, he may be just trying to tell you he likes your hat."
184,"If at first you don't succeed, you're not Chuck Norris."
185,"If Chuck Norris were a calendar, every month would be named Chucktober, and every day he'd kick your ass."
186,"Fear is not the only emotion Chuck Norris can smell. He can also detect hope, as in ""I hope I don't get a roundhouse kick from Chuck Norris."""
187,"# Chuck Norris's show is called Walker: Texas Ranger, because Chuck Norris doesn't run."
188,"MacGyver can build an airplane out of gum and paper clips, but Chuck Norris can roundhouse-kick his head through a wall and take it."
189,"Behind every successful man, there is a woman. Behind every dead man, there is Chuck Norris."
190,"Chuck Norris brushes his teeth with a mixture of iron shavings, industrial paint remover, and wood-grain alcohol."
191,The easiest way to determine Chuck Norris' age is to cut him in half and count the rings.
192,There is endless debate about the existence of the human soul. Well it does exist and Chuck Norris finds it delicious.
193,Most boots are made for walkin'. Chuck Norris' boots ain't that merciful.
194,The US did not boycott the 1980 Summer Olympics in Moscow due to political reasons: Chuck Norris killed the entire US team with a single round-house kick during TaeKwonDo practice.
195,Chuck Norris wears a live rattlesnake as a condom.
196,"The Bible was originally titled ""Chuck Norris and Friends"""
197,Chuck Norris began selling the Total Gym as an ill-fated attempt to make his day-to-day opponents less laughably pathetic.
198,Do you know why Baskin Robbins only has 31 flavors? Because Chuck Norris doesn't like Fudge Ripple.
199,"When Chuck Norris says ""More cowbell"", he MEANS it."
200,"On the set of Walker Texas Ranger Chuck Norris brought a dying lamb back to life by nuzzling it with his beard. As the onlookers gathered, the lamb sprang to life. Chuck Norris then roundhouse kicked it, killing it instantly. This was just to prove that the good Chuck givet"
201,Chuck Norris was what Willis was talkin' about.
202,"Google won't search for Chuck Norris because it knows you don't find Chuck Norris, he finds you."
203,Chuck Norris can lead a horse to water AND make it drink.
204,Nagasaki never had a bomb dropped on it. Chuck Norris jumped out of a plane and punched the ground
205,It is scientifically impossible for Chuck Norris to have had a mortal father. The most popular theory is that he went back in time and fathered himself.
206,"Chuck Norris destroyed the periodic table, because Chuck Norris only recognizes the element of surprise."
207,It is believed dinosaurs are extinct due to a giant meteor. That's true if you want to call Chuck Norris a giant meteor.
208,"Chuck Norris shot the sheriff, but he round house kicked the deputy."
209,That's not Chuck Norris doing push-ups -- that's Chuck Norris moving the Earth away from the path of a deadly asteroid.
210,Chuck Norris can judge a book by its cover.
211,"Nothing can escape the gravity of a black hole, except for Chuck Norris. Chuck Norris eats black holes. They taste like chicken."
212,Chuck Norris does not play the lottery. It doesn't have nearly enough balls.
213,"How many Chuck Norris' does it take to change a light bulb? None, Chuck Norris prefers to kill in the dark."
214,"As President Roosevelt said: ""We have nothing to fear but fear itself. And Chuck Norris."""
215,"Chuck Norris just says ""no"" to drugs. If he said ""yes"", it would collapse Colombia's infrastructure."
216,"Since 1940, the year Chuck Norris was born, roundhouse-kick related deaths have increased 13,000 percent."
217,"Crime does not pay - unless you are an undertaker following Walker, Texas Ranger, on a routine patrol."
218,Chuck Norris invented the internet? just so he had a place to store his porn.
219,Chuck Norris does not own a house. He walks into random houses and people move.
220,It is better to give than to receive. This is especially true of a Chuck Norris roundhouse kick.
221,Chuck Norris is the only person to ever win a staring contest against Ray Charles and Stevie Wonder.
222,Industrial logging isn't the cause of deforestation. Chuck Norris needs toothpicks.
223,Chuck Norris smells what the Rock is cooking... because the Rock is Chuck Norris' personal chef.
224,"When Chuck Norris plays Oregon Trail, his family does not die from cholera or dysentery, but rather, roundhouse kicks to the face. He also requires no wagon, since he carries the oxen, axels, and buffalo meat on his back. He always makes it to Oregon before you."
225,Chuck Norris is the reason why Waldo is hiding.
226,"""Brokeback Mountain"" is not just a movie. It's also what Chuck Norris calls the pile of dead ninjas in his front yard."
227,"When God said, ""let there be light"", Chuck Norris said, ""say 'please'."""
228,Chuck Norris does not eat. Food understands that the only safe haven from Chuck Norris' fists is inside his own body.
229,One day Chuck Norris walked down the street with a massive erection. There were no survivors.
230,"Chuck Norris built a time machine and went back in time to stop the JFK assassination. As Oswald shot, Chuck met all three bullets with his beard, deflecting them. JFK's head exploded out of sheer amazement."
231,Chuck Norris doesn't read books. He stares them down until he gets the information he wants.
232,"Chuck Norris uses a night light. Not because Chuck Norris is afraid of the dark, but the dark is afraid of Chuck Norris."
233,"When Bruce Banner gets mad, he turns into the Hulk. When the Hulk gets mad, he turns into Chuck Norris."
234,"Chuck Norris kills anyone that asks: ""Do you want fries with that?"". Because by now everyone should know that Chuck doesn't want fries with anything. Ever."
235,Chuck Norris once kicked a horse in the chin. Its decendants are known today as Giraffes.
236,"Sticks and stones may break your bones, but a Chuck Norris glare will liquefy your kidneys."
237,"Human cloning is outlawed because of Chuck Norris, because then it would be possible for a Chuck Norris roundhouse kick to meet another Chuck Norris roundhouse kick. Physicists theorize that this contact would end the universe."
238,"Chuck Norris once went skydiving, but promised never to do it again. One Grand Canyon is enough."
239,"Chuck Norris's version of a ""chocolate milkshake"" is a raw porterhouse wrapped around ten Hershey bars, and doused in diesel fuel."
240,"In a fight between Batman and Darth Vader, the winner would be Chuck Norris."
241,"Chuck Norris puts his pants on one leg at a time, just like the rest of us. The only difference is, then he kills people."
242,Everybody loves Raymond. Except Chuck Norris.
243,"Contrary to popular belief, the Titanic didn't hit an iceberg. The ship was off course and ran into Chuck Norris while he was doing the backstroke across the Atlantic."
244,Chuck Norris got his drivers license at the age of 16. Seconds.
245,The original title for Alien vs. Predator was Alien and Predator vs Chuck Norris. The film was cancelled shortly after going into preproduction. No one would pay nine dollars to see a movie fourteen seconds long.
246,"Chuck Norris? sperm is so badass, he had sex with Nicole Kidman, and 7 months later she prematurely gave birth to a Ford Excursion."
247,Chuck Norris can win at solitaire with only 18 cards.
248,"Chuck Norris once shat blood - the blood of 11,940 natives he had killed and eaten."
249,Maslow's theory of higher needs does not apply to Chuck Norris. He only has two needs: killing people and finding people to kill.
250,"The truth will set you free. Unless Chuck Norris has you, in which case, forget it buddy!"
251,Kryptonite has been found to contain trace elements of Chuck Norris roundhouse kicks to the face. This is why it is so deadly to Superman.
252,"Saddam Hussein was not found hiding in a ""hole."" Saddam was roundhouse-kicked in the head by Chuck Norris in Kansas, which sent him through the earth, stopping just short of the surface of Iraq."
253,"Coroners refer to dead people as ""ABC's"". Already Been Chucked."
254,Chuck Norris doesn't look both ways before he crosses the street... he just roundhouses any cars that get too close.
255,Chuck Norris does not have to answer the phone. His beard picks up the incoming electrical impulses and translates them into audible sound.
256,How many roundhouse kicks does it take to get to the center of a tootsie pop? Just one. From Chuck Norris.
257,"Chuck Norris doesnt wear a watch, HE decides what time it is."
258,"The phrase 'break a leg' was originally coined by Chuck Norris's co-stars in Walker, Texas Ranger as a good luck charm, indicating that a broken leg might be the worst extent of their injuries. This never proved to be the case."
259,"When Chuck Norris does division, there are no remainders."
260,"If you rearrange the letters in ""Chuck Norris"", they also spell ""Crush Rock In"". The words ""with his fists"" are understood."
261,"Never look a gift Chuck Norris in the mouth, because he will bite your damn eyes off."
262,"Chuck Norris used to play baseball. When Babe Ruth was hailed as the better player, Chuck Norris killed him with a baseball bat to the throat. Lou Gehrig got off easy."
263,"The original title for Star Wars was ""Skywalker: Texas Ranger"". Starring Chuck Norris."
264,"Guantuanamo Bay, Cuba, is the military code-word for ""Chuck Norris' basement""."
265,The phrase 'balls to the wall' was originally conceived to describe Chuck Norris entering any building smaller than an aircraft hangar.
266,"Chuck Norris? roundhouse kick is so powerful, it can be seen from outer space by the naked eye."
267,Ozzy Osbourne bites the heads off of bats. Chuck Norris bites the heads off of Siberian Tigers.
268,"He who lives by the sword, dies by the sword. He who lives by Chuck Norris, dies by the roundhouse kick."
269,The best-laid plans of mice and men often go awry. Even the worst-laid plans of Chuck Norris come off without a hitch.
270,The phrase 'dead ringer' refers to someone who sits behind Chuck Norris in a movie theater and forgets to turn their cell phone off.
271,"Staring at Chuck Norris for extended periods of time without proper eye protection will cause blindess, and possibly foot sized brusies on the face."
272,Chuck Norris can taste lies.
273,"Chuck Norris does not kick ass and take names. In fact, Chuck Norris kicks ass and assigns the corpse a number. It is currently recorded to be in the billions."
274,"One time, Chuck Norris accidentally stubbed his toe. It destroyed the entire state of Ohio."
275,"Little Miss Muffet sat on her tuffet, until Chuck Norris roundhouse kicked her into a glacier."
277,Chuck Norris can blow bubbles with beef jerky.
278,"They had to edit the first ending of 'Lone Wolf McQuade' after Chuck Norris kicked David Carradine's ass, then proceeded to barbecue and eat him."
279,"Chuck Norris does, in fact, live in a round house."
280,"When Chuck Norris works out on the Total Gym, the Total Gym feels like it's been raped."
281,"4 out of 5 doctors fail to recommend Chuck Norris as a solution to most problems. Also, 80% of doctors die unexplained, needlessly brutal deaths."
282,Chuck Norris can skeletize a cow in two minutes.
283,"The only sure things are Death and Taxes?and when Chuck Norris goes to work for the IRS, they'll be the same thing."
284,Chuck Norris' first job was as a paperboy. There were no survivors.
285,"With the rising cost of gasoline, Chuck Norris is beginning to worry about his drinking habit."
286,"The square root of Chuck Norris is pain. Do not try to square Chuck Norris, the result is death."
287,Chuck Norris' testicles do not produce sperm. They produce tiny white ninjas that recognize only one mission: seek and destroy.
288,To be or not to be? That is the question. The answer? Chuck Norris.
289,"Chuck Norris has never been in a fight, ever. Do you call one roundhouse kick to the face a fight?"
290,"There are two types of people in the world... people that suck, and Chuck Norris."
291,Chuck Norris never wet his bed as a child. The bed wet itself out of fear.
292,"If you were somehow able to land a punch on Chuck Norris your entire arm would shatter upon impact. This is only in theory, since, come on, who in their right mind would try this?"
293,70% of a human's weight is water. 70% of Chuck Norris' weight is his dick.
294,Jean-Claude Van Damme once kicked Chuck Norris' ass. He was then awakened from his dream by a roundhouse kick to the face.
295,"The pie scene in ""American Pie"" is based on a dare Chuck Norris took when he was younger. However, in Chuck Norris' case, the ""pie"" was the molten crater of an active volcano."
296,Chuck Norris uses 8'x10' sheets of plywood as toilet paper.
297,Noah was the only man notified before Chuck Norris relieved himself in the Atlantic Ocean.
298,"MacGyver immediately tried to make a bomb out of some Q-Tips and Gatorade, but Chuck Norris roundhouse-kicked him in the solar plexus. MacGyver promptly threw up his own heart."
299,"Jack Bauer tried to use his detailed knowledge of torture techniques, but to no avail: Chuck Norris thrives on pain. Chuck Norris then ripped off Jack Bauer's arm and beat him to death with it. Game, set, match."
300,Chuck Norris eats steak for every single meal. Most times he forgets to kill the cow.
301,The First Law of Thermodynamics states that energy can neither be created nor destroyed... unless it meets Chuck Norris.
302,"Chuck Norris doesn't go on the internet, he has every internet site stored in his memory. He refreshes webpages by blinking."
303,Fact: Chuck Norris doesn't consider it sex if the woman survives.
304,"It is said that looking into Chuck Norris' eyes will reveal your future. Unfortunately, everybody's future is always the same: death by a roundhouse-kick to the face."
305,Chuck Norris knows everything there is to know - Except for the definition of mercy.
306,"Scientifically speaking, it is impossible to charge Chuck Norris with ""obstruction of justice."" This is because even Chuck Norris cannot be in two places at the same time."
307,Chuck Norris never has to wax his skis because they're always slick with blood.
308,"When you say ""no one's perfect"", Chuck Norris takes this as a personal insult."
309,"Chuck Norris can win a game of Trivial Pursuit with one roll of the dice, and without answering a single question... just a nod of the head, and a stroke of the beard."
310,"182,000 Americans die from Chuck Norris-related accidents every year."
311,"Paper beats rock, rock beats scissors, and scissors beats paper, but Chuck Norris beats all 3 at the same time."
312,"Jesus can walk on water, but Chuck Norris can walk on Jesus."
313,"All roads lead to Chuck Norris. And by the transitive property, a roundhouse kick to the face."
314,July 4th is Independence day. And the day Chuck Norris was born. Coincidence? I think not.
315,Chuck Norris never goes to the dentist because his teeth are unbreakable. His enemies never go to the dentist because they have no teeth.
316,"In the medical community, death is referred to as ""Chuck Norris Disease"""
317,"Chuck Norris was once in a knife fight, and the knife lost."
318,"If you work in an office with Chuck Norris, don't ask him for his three-hole-punch."
319,"In the Words of Julius Caesar, ""Veni, Vidi, Vici, Chuck Norris"". Translation: I came, I saw, and I was roundhouse-kicked inthe face by Chuck Norris."
320,The First rule of Chuck Norris is: you do not talk about Chuck Norris.
321,"Chuck Norris is widely predicted to be first black president. If you're thinking to yourself, ""But Chuck Norris isn't black"", then you are dead wrong. And stop being a racist."
322,"When Chuck Norris plays Monopoly, it affects the actual world economy."
323,Chuck Norris can be unlocked on the hardest level of Tekken. But only Chuck Norris is skilled enough to unlock himself. Then he roundhouse kicks the Playstation back to Japan.
324,Chuck Norris drinks napalm to quell his heartburn.
325,"Every time someone uses the word ""intense"", Chuck Norris always replies ""you know what else is intense?"" followed by a roundhouse kick to the face."
326,"As an infant, Chuck Norris' parents gave him a toy hammer. He gave the world Stonehenge."
327,Chuck Norris once ordered a steak in a restaurant. The steak did what it was told.
328,"Most people fear the Reaper. Chuck Norris considers him ""a promising Rookie""."
329,"There are only two things that can cut diamonds: other diamonds, and Chuck Norris."
330,President Roosevelt once rode his horse 100 miles. Chuck Norris carried his the same distance in half the time.
331,Chuck Norris once ate four 30lb bowling balls without chewing.
332,What many people dont know is Chuck Norris is the founder of planned parenthood. Not even unborn children can escape his wrath.
